#;Number;Year;Month;Date;Customer;Net amount;Tax;Total amount
7736;7736;2004;8;2004-08-08;DUMZKQ VTSUAAMVGW;331,860;27,380;359,240
7737;7737;2004;8;2004-08-29;FTKGBP KMLXPPMDRN;123,350;10,180;133,530
7738;7738;2004;8;2004-08-13;HMTYMT UVZTACMSJE;274,180;22,620;296,800
7739;7739;2004;8;2004-08-05;WPWWDQ VHLWHOSOUP;124,730;10,290;135,020
7740;7740;2004;8;2004-08-23;YUSNSS ZZPFOUYJOE;181,680;14,990;196,670
7741;7741;2004;8;2004-08-08;BZLTKX GIDNFSSLYF;239,210;19,730;258,940
7742;7742;2004;8;2004-08-24;NGKGTN UFXVOGRDLR;343,520;28,340;371,860
7743;7743;2004;8;2004-08-31;ILGJBC VWNDCXJBAK;324,510;26,770;351,280
7744;7744;2004;8;2004-08-29;DUDOZE INKVWBDSUN;86,050;7,100;93,150
7745;7745;2004;8;2004-08-23;NGKRGZ ZALRZZZSKU;135,420;11,170;146,590
7746;7746;2004;8;2004-08-22;HTBVNM PXMKGJPJYE;334,180;27,570;361,750
7747;7747;2004;8;2004-08-02;JYNYYD BIGJWHOHUX;58,520;4,830;63,350
7748;7748;2004;8;2004-08-08;XMFJZM GISYJGLUSS;267,950;22,110;290,060
7749;7749;2004;8;2004-08-28;XHAQOB ILFWUMIXEJ;91,330;7,530;98,860
7750;7750;2004;8;2004-08-04;ICGHPK KTRZIJJGDE;37,020;3,050;40,070
7751;7751;2004;8;2004-08-23;HZIODB RUCCJYWMCJ;133,070;10,980;144,050
7752;7752;2004;8;2004-08-13;XUYZYY QVZTCWUUOF;265,300;21,890;287,190
7753;7753;2004;8;2004-08-24;EBWXPQ NKHVCPDVYK;337,740;27,860;365,600
7754;7754;2004;8;2004-08-22;ALDBEH ENFXTKNRMX;153,440;12,660;166,100
7755;7755;2004;8;2004-08-13;FLLREM COBYRVKBEN;120,910;9,980;130,890
7756;7756;2004;8;2004-08-13;FPPKKX OCRKBZCTEE;11,100;0,920;12,020
7757;7757;2004;8;2004-08-20;JIORJU MQYZQHBMDX;170,000;14,030;184,030
7758;7758;2004;8;2004-08-13;TOXZAY TIPMKHAPEA;230,740;19,040;249,780
7759;7759;2004;8;2004-08-22;ZZLKKT VPXSUWRIFK;65,240;5,380;70,620
7760;7760;2004;8;2004-08-12;XWEKBH PUPYQBJQNO;98,140;8,100;106,240
7761;7761;2004;8;2004-08-15;FNXPHR HYIFFCTAQW;275,400;22,720;298,120
7762;7762;2004;8;2004-08-04;SGKHXG KZFONYMHGJ;7,260;0,600;7,860
7763;7763;2004;8;2004-08-31;JINZEA IWGRMAQQMX;70,220;5,790;76,010
7764;7764;2004;8;2004-08-04;DJJZUS HPCDEUQQIJ;61,500;5,070;66,570
7765;7765;2004;8;2004-08-17;MFNHXY HWGINORRHN;19,030;1,570;20,600
7766;7766;2004;8;2004-08-31;VDAMKN KQSCYZIYDQ;355,880;29,360;385,240
7767;7767;2004;8;2004-08-20;HLMVYC NWLXWERWTZ;241,790;19,950;261,740
7768;7768;2004;8;2004-08-14;QHYWCA LACOQVNWOV;253,580;20,920;274,500
7769;7769;2004;8;2004-08-17;CHORNJ PAVQOHCRRZ;35,020;2,890;37,910
7770;7770;2004;8;2004-08-28;BIDNBI YSULUTACAP;295,160;24,350;319,510
7771;7771;2004;8;2004-08-24;LOEHFP IIZSXDGBKP;9,780;0,810;10,590
7772;7772;2004;8;2004-08-26;DAQMJM JNTCCSUBTL;350,440;28,910;379,350
7773;7773;2004;8;2004-08-10;VCYGCP SKAIATFUQA;391,630;32,310;423,940
7774;7774;2004;8;2004-08-06;JEBAEX RQSDBWNMSC;287,460;23,720;311,180
7775;7775;2004;8;2004-08-10;IWVZPQ YDDZIKTOUP;318,870;26,310;345,180
7776;7776;2004;8;2004-08-04;YGVTCW ICJBXPAJQT;93,840;7,740;101,580
7777;7777;2004;8;2004-08-23;PNJVAX OZLMWHFAMD;292,280;24,110;316,390
7778;7778;2004;8;2004-08-13;EHFDEK GVKYQSGHXI;308,830;25,480;334,310
7779;7779;2004;8;2004-08-14;OOIBGL KFUMQPBKFC;204,490;16,870;221,360
7780;7780;2004;8;2004-08-18;GHDPLW UDGDHGDFHL;392,680;32,400;425,080
7781;7781;2004;8;2004-08-12;ZXKGTP AIESSATTSC;80,570;6,650;87,220
7782;7782;2004;8;2004-08-12;NGHRPF ZMHHMSKZNM;332,260;27,410;359,670
7783;7783;2004;8;2004-08-20;GXIKCM LRVXUURHWH;173,740;14,330;188,070
7784;7784;2004;8;2004-08-02;HIYXER SMFKTPTKPF;346,210;28,560;374,770
7785;7785;2004;8;2004-08-28;AUMWCG SUUHRFOVOY;90,320;7,450;97,770
7786;7786;2004;8;2004-08-18;TIJCPE KMIPZZBLQV;131,000;10,810;141,810
7787;7787;2004;8;2004-08-02;ZUKZVR GFZDAZYJEF;35,930;2,960;38,890
7788;7788;2004;8;2004-08-13;CVWSCU LWPUDVLLMQ;178,300;14,710;193,010
7789;7789;2004;8;2004-08-26;TEZKEA HNHVDNEDQQ;200,650;16,550;217,200
7790;7790;2004;8;2004-08-02;DEGEYE FDUUJMXFYI;173,180;14,290;187,470
7791;7791;2004;8;2004-08-28;KDXFQP IKKGSMTURZ;141,060;11,640;152,700
7792;7792;2004;8;2004-08-12;CODAWJ ORAGYLIFBE;195,310;16,110;211,420
7793;7793;2004;8;2004-08-28;ZLYUNR SEMTVKRUMV;17,950;1,480;19,430
7794;7794;2004;8;2004-08-17;WHYBZW GTGSXCNISZ;85,950;7,090;93,040
7795;7795;2004;8;2004-08-27;HQVVTV ECBSAFPNWY;380,450;31,390;411,840
7796;7796;2004;8;2004-08-05;DAJPTE QAPHZSCLCJ;34,430;2,840;37,270
7797;7797;2004;8;2004-08-18;VUHELW QIFQGODDQI;276,110;22,780;298,890
7798;7798;2004;8;2004-08-04;FCXGMU CGZPTXUWLJ;91,610;7,560;99,170
7799;7799;2004;8;2004-08-14;FWFQUA FDRKOLHXWL;165,240;13,630;178,870
7800;7800;2004;8;2004-08-02;OXCWAW RECEGLOHKC;207,800;17,140;224,940
7801;7801;2004;8;2004-08-04;DEXEHT UMYQJYZFGW;353,880;29,200;383,080
7802;7802;2004;8;2004-08-23;EQLFFN XFJMDANRDN;69,900;5,770;75,670
7803;7803;2004;8;2004-08-20;PVSKMX NRYQFJMANG;383,500;31,640;415,140
7804;7804;2004;8;2004-08-31;IOYERZ DAKGVNFJOA;8,360;0,690;9,050
7805;7805;2004;8;2004-08-20;UTYUKG EKSVXDKDXY;258,510;21,330;279,840
7806;7806;2004;8;2004-08-11;XSFSXQ KOPKZRWUKY;179,480;14,810;194,290
7807;7807;2004;8;2004-08-09;JYINBY ODBICICGXX;152,990;12,620;165,610
7808;7808;2004;8;2004-08-31;XIENJX DNZZUGHSCN;81,280;6,710;87,990
7809;7809;2004;8;2004-08-14;PORUXE TVTHGIDISW;353,750;29,180;382,930
7810;7810;2004;8;2004-08-27;CTJAHQ ZNIOGTCSHD;112,090;9,250;121,340
7811;7811;2004;8;2004-08-18;MRZSSZ QNQUIBWQHM;264,860;21,850;286,710
7812;7812;2004;8;2004-08-20;CVSKDY CVQROLFENR;96,010;7,920;103,930
7813;7813;2004;8;2004-08-03;ONSZFP BGIAJBVHSK;368,660;30,410;399,070
7814;7814;2004;8;2004-08-16;KFEHSJ USAEAPUFVD;363,520;29,990;393,510
7815;7815;2004;8;2004-08-24;PGQKJC NMTKLKHXTM;185,690;15,320;201,010
7816;7816;2004;8;2004-08-20;WVXPCJ BEBJMNUOXD;273,060;22,530;295,590
7817;7817;2004;8;2004-08-02;RNPFYN LCGGFXWFLS;395,620;32,640;428,260
7818;7818;2004;8;2004-08-05;LUITYO QMUKTGIFCC;48,360;3,990;52,350
7819;7819;2004;8;2004-08-01;XQJQBV KVJYQHSETR;123,930;10,220;134,150
7820;7820;2004;8;2004-08-26;KWABRT BSEIIHYNWZ;71,360;5,890;77,250
7821;7821;2004;8;2004-08-22;YOHRZH LTULGOPHDV;320,730;26,460;347,190
7822;7822;2004;8;2004-08-03;EYMGLK GEJPMNNMOP;243,520;20,090;263,610
7823;7823;2004;8;2004-08-12;QLJLPA JLSZFCASWB;28,140;2,320;30,460
7824;7824;2004;8;2004-08-08;KQPODA NSAJLGAALO;79,570;6,560;86,130
7825;7825;2004;8;2004-08-11;TQREEJ DQANITTPIG;69,190;5,710;74,900
7826;7826;2004;8;2004-08-21;BSDNRY VGHZFPDYWI;346,090;28,550;374,640
7827;7827;2004;8;2004-08-18;WCCLJR EISZPVVMIF;8,980;0,740;9,720
7828;7828;2004;8;2004-08-30;OHNICK VYVTXTKPJQ;316,220;26,090;342,310
7829;7829;2004;8;2004-08-05;TPGKUQ EKXAJPCZGE;87,670;7,230;94,900
7830;7830;2004;8;2004-08-28;ZDRMVE MFMZBDRYJA;95,750;7,900;103,650
7831;7831;2004;8;2004-08-07;NYYRAW QNPWSVHDEA;351,070;28,960;380,030
7832;7832;2004;8;2004-08-03;MQUJIX FGOUHIAOLH;87,560;7,220;94,780
7833;7833;2004;8;2004-08-13;BMEXHD WGIBCXZGRW;13,620;1,120;14,740
7834;7834;2004;8;2004-08-10;PWGKGT AASNAZCBEQ;149,390;12,320;161,710
7835;7835;2004;8;2004-08-09;ZFNQJR IDIWYOLYWU;282,140;23,280;305,420
7836;7836;2004;8;2004-08-01;TDTVUW RCXOEQNIBG;385,700;31,820;417,520
7837;7837;2004;8;2004-08-29;PNZHTM CSIIIWKZWV;245,530;20,260;265,790
7838;7838;2004;8;2004-08-25;EEKOVK DXSIBBFRNN;41,870;3,450;45,320
7839;7839;2004;8;2004-08-24;OLVRXE DCFZXNIFHP;223,380;18,430;241,810
7840;7840;2004;8;2004-08-18;RFESKI NAJDXIDGCY;170,260;14,050;184,310
7841;7841;2004;8;2004-08-24;LQQQRG NSPNAKBCPK;223,510;18,440;241,950
7842;7842;2004;8;2004-08-24;IRDYZP TQMYWKOQRJ;300,300;24,770;325,070
7843;7843;2004;8;2004-08-13;FXXPTL XGYVCMFFWN;254,940;21,030;275,970
7844;7844;2004;8;2004-08-11;PBZEWA ZDEMSBISAI;122,890;10,140;133,030
7845;7845;2004;8;2004-08-19;EVOFYC XNCDPTNULW;227,330;18,750;246,080
7846;7846;2004;8;2004-08-06;LZHFCK EQMYKDQTWE;7,180;0,590;7,770
7847;7847;2004;8;2004-08-24;CWWZPI TODOAXNKUP;50,610;4,180;54,790
7848;7848;2004;8;2004-08-16;XHBKRS CQEJVSXIGR;273,990;22,600;296,590
7849;7849;2004;8;2004-08-09;HNPCWT IGWTHXHABY;242,100;19,970;262,070
7850;7850;2004;8;2004-08-22;FZSOJP KAGPLLLJCY;199,850;16,490;216,340
7851;7851;2004;8;2004-08-31;XUYZYY QVZTCWUUOF;288,300;23,780;312,080
7852;7852;2004;8;2004-08-19;RPJTDN EZTGEFVDDA;116,210;9,590;125,800
7853;7853;2004;8;2004-08-03;GLIRRB EZWXUCDQCP;289,350;23,870;313,220
7854;7854;2004;8;2004-08-10;NGXLWI EMERGSIUOO;378,610;31,240;409,850
7855;7855;2004;8;2004-08-03;PCFPLH GNZBNQACMO;176,890;14,590;191,480
7856;7856;2004;8;2004-08-23;FEIFAK CIZWNHUDAN;32,500;2,680;35,180
7857;7857;2004;8;2004-08-14;TQPTQO AXYRUJIMJY;206,530;17,040;223,570
7858;7858;2004;8;2004-08-03;QAVXAD MDSDSXNLWM;344,760;28,440;373,200
7859;7859;2004;8;2004-08-31;THOIAP ATLNCYLPAN;186,620;15,400;202,020
7860;7860;2004;8;2004-08-28;WWIRLP SIQYMSSWLC;276,790;22,840;299,630
7861;7861;2004;8;2004-08-19;CUVUPG NPCUGGPCHS;82,010;6,770;88,780
7862;7862;2004;8;2004-08-10;PFMYBV DNJNVIEMIB;243,770;20,110;263,880
7863;7863;2004;8;2004-08-10;HQVGLC EMHGHQFOLL;365,470;30,150;395,620
7864;7864;2004;8;2004-08-23;VDDCHZ FHEWVFJREP;392,730;32,400;425,130
7865;7865;2004;8;2004-08-13;FHWZHK DLCBLLUNFZ;127,540;10,520;138,060
7866;7866;2004;8;2004-08-23;ETHPDV AMJSFOICRS;36,950;3,050;40,000
7867;7867;2004;8;2004-08-17;GGRUQC AFQYJRYMIB;105,700;8,720;114,420
7868;7868;2004;8;2004-08-26;WTWYNT PGKQXLVNIT;141,710;11,690;153,400
7869;7869;2004;8;2004-08-04;WFPMJL ESHMLUJCVY;198,440;16,370;214,810
7870;7870;2004;8;2004-08-03;UVSQCH HKBEZJGXKH;170,370;14,060;184,430
7871;7871;2004;8;2004-08-24;HSVRDF OWCSDEMLVW;271,540;22,400;293,940
7872;7872;2004;8;2004-08-19;LNUCQV WXCROOPWKC;353,190;29,140;382,330
7873;7873;2004;8;2004-08-15;PBUHHX XZNWPGUOQL;95,090;7,840;102,930
7874;7874;2004;8;2004-08-05;JYFFEM ZRUWSUSIDK;317,950;26,230;344,180
7875;7875;2004;8;2004-08-28;BPQHLK WWKOYKYGPG;324,230;26,750;350,980
7876;7876;2004;8;2004-08-30;ZWYIBW XPBZBMVXNL;81,990;6,760;88,750
7877;7877;2004;8;2004-08-20;UJVJNU QHQVXVOMSS;71,810;5,920;77,730
7878;7878;2004;8;2004-08-18;FCVVKW DUHBIOGEMN;56,780;4,680;61,460
7879;7879;2004;8;2004-08-15;HMIAQE DIRJRRXJCG;174,790;14,420;189,210
7880;7880;2004;8;2004-08-18;XVPUPP BZWYUVRXGV;79,430;6,550;85,980
7881;7881;2004;8;2004-08-15;YRKKZS ELONSEPSAR;129,330;10,670;140,000
7882;7882;2004;8;2004-08-28;ORYWVE UCIDCXEQNQ;277,360;22,880;300,240
7883;7883;2004;8;2004-08-21;VEIYUY FPJEQWUCPC;340,410;28,080;368,490
7884;7884;2004;8;2004-08-29;LSKOMZ LZCMFRZPAD;258,910;21,360;280,270
7885;7885;2004;8;2004-08-23;IEDXER SBJCBHSCTA;42,650;3,520;46,170
7886;7886;2004;8;2004-08-12;GJZVJL GIDOERWLYM;357,960;29,530;387,490
7887;7887;2004;8;2004-08-16;UJSNEL BUAGIXCZIT;111,350;9,190;120,540
7888;7888;2004;8;2004-08-02;YAWVSX HGLETWSLYH;339,040;27,970;367,010
7889;7889;2004;8;2004-08-12;VRUNNS XNVFYHPKFU;41,280;3,410;44,690
7890;7890;2004;8;2004-08-10;WTUHBL GLDVPLRGMS;164,160;13,540;177,700
7891;7891;2004;8;2004-08-19;TJKRNS LTJWRJXEUB;165,870;13,680;179,550
7892;7892;2004;8;2004-08-20;EXMHOS EOZDHQXUXG;347,710;28,690;376,400
7893;7893;2004;8;2004-08-21;VACJWA NCHCDNBEHV;399,710;32,980;432,690
7894;7894;2004;8;2004-08-11;CDPXRT EAHUDDGFFF;113,910;9,400;123,310
7895;7895;2004;8;2004-08-07;HMVPRI CUKMCCNPMK;25,070;2,070;27,140
7896;7896;2004;8;2004-08-02;YDICNI PBFRTFFEHJ;172,020;14,190;186,210
7897;7897;2004;8;2004-08-09;EZYRSZ FRBTYIQVTJ;168,540;13,900;182,440
7898;7898;2004;8;2004-08-30;ZOZHCY NYZGVCIATH;79,060;6,520;85,580
7899;7899;2004;8;2004-08-20;IEMHUT DNOLSQQUVD;228,900;18,880;247,780
7900;7900;2004;8;2004-08-02;LLJUEM RYBSXZPCAD;135,470;11,180;146,650
7901;7901;2004;8;2004-08-27;PDXSVJ FEPTZXHARV;296,540;24,460;321,000
7902;7902;2004;8;2004-08-07;BFZUJK FMAXCDVYNZ;270,040;22,280;292,320
7903;7903;2004;8;2004-08-04;AKCGTU IEDAMZQEAA;303,250;25,020;328,270
7904;7904;2004;8;2004-08-02;JZDFFW LXTOLCHKIZ;239,470;19,760;259,230
7905;7905;2004;8;2004-08-20;HKMZPZ OGVJHJUCTL;66,300;5,470;71,770
7906;7906;2004;8;2004-08-13;CVTLWQ VNMUFRWGGY;398,320;32,860;431,180
7907;7907;2004;8;2004-08-09;PIZOLT ASTHQVWWHV;69,910;5,770;75,680
7908;7908;2004;8;2004-08-23;NLKTWK FUMEHTTRPA;361,900;29,860;391,760
7909;7909;2004;8;2004-08-14;TRXSHQ CUBHNLNBPP;166,130;13,710;179,840
7910;7910;2004;8;2004-08-03;OWTUWI UEBJAUVVDW;275,410;22,720;298,130
7911;7911;2004;8;2004-08-20;QJYSXG CSHTTSQLEN;364,110;30,040;394,150
7912;7912;2004;8;2004-08-22;HARTSR TOZQSCLLXY;352,760;29,100;381,860
7913;7913;2004;8;2004-08-09;NFYAUX JAHSTVPWSU;193,750;15,980;209,730
7914;7914;2004;8;2004-08-12;HHBBHW TYPYDZPZLD;225,160;18,580;243,740
7915;7915;2004;8;2004-08-05;WCJKAL FUEGJXLITT;361,300;29,810;391,110
7916;7916;2004;8;2004-08-21;JURMBX WTMEJPGNPT;387,580;31,980;419,560
7917;7917;2004;8;2004-08-10;CMLJDQ BAFBVWATJO;13,870;1,140;15,010
7918;7918;2004;8;2004-08-28;WSKLKJ ZPQIRWKPNL;51,190;4,220;55,410
7919;7919;2004;8;2004-08-05;XHNCWO NXDUTUOPWW;58,470;4,820;63,290
7920;7920;2004;8;2004-08-06;QVRBFN FQTIRKMGLO;50,370;4,160;54,530
7921;7921;2004;8;2004-08-14;YERNGK SVCOBRAMMG;73,190;6,040;79,230
7922;7922;2004;8;2004-08-25;AIZCZT KDSOCKJIRR;374,390;30,890;405,280
7923;7923;2004;8;2004-08-26;JHGMTB OOECZKEHKY;263,630;21,750;285,380
7924;7924;2004;8;2004-08-25;LXBYGP CCFLTSZZEL;27,730;2,290;30,020
7925;7925;2004;8;2004-08-08;TYNLXT JXAFFGZIUQ;311,900;25,730;337,630
7926;7926;2004;8;2004-08-01;SUGMAR PBPFTPTQXF;209,020;17,240;226,260
7927;7927;2004;8;2004-08-19;DJOXRG JPFELNXNVF;291,760;24,070;315,830
7928;7928;2004;8;2004-08-04;AHZVXI GNUQSHLBGP;248,800;20,530;269,330
7929;7929;2004;8;2004-08-08;ODUZZK WZEUEEDNZA;86,000;7,100;93,090
7930;7930;2004;8;2004-08-27;MTTOCC PHTNXEBCMF;73,900;6,100;80,000
7931;7931;2004;8;2004-08-15;PCXDTM BPZLAHFKYR;338,130;27,900;366,030
7932;7932;2004;8;2004-08-29;XBGLVP EVVZEECLNO;213,920;17,650;231,570
7933;7933;2004;8;2004-08-18;TQKVAG BRFTPLRRWH;84,570;6,980;91,550
7934;7934;2004;8;2004-08-14;ABKEWY IAHVSYGODX;73,710;6,080;79,790
7935;7935;2004;8;2004-08-19;OKJIDX HZTBJZICJS;270,710;22,330;293,040
7936;7936;2004;8;2004-08-22;IHMBEU HQYBMRNLYB;214,570;17,700;232,270
7937;7937;2004;8;2004-08-16;QHDXHA YOOOIHRVVT;57,560;4,750;62,310
7938;7938;2004;8;2004-08-19;VDHJMU AIVMQXXYAT;110,650;9,130;119,780
7939;7939;2004;8;2004-08-05;CLTRCP DMTLGQWMOA;293,790;24,240;318,030
7940;7940;2004;8;2004-08-20;HQQENN JCTOHTXZFW;167,120;13,790;180,910
7941;7941;2004;8;2004-08-12;KKAFUS KRYLYKOXGK;76,830;6,340;83,170
7942;7942;2004;8;2004-08-06;VRJXGA OGLEWEILLQ;271,200;22,370;293,570
7943;7943;2004;8;2004-08-28;KHZRFM PWJKFKDGDD;191,040;15,760;206,800
7944;7944;2004;8;2004-08-25;CQEAZB QILDMORZTO;41,320;3,410;44,730
7945;7945;2004;8;2004-08-05;UUVCJK NGQHGSCYOQ;161,990;13,360;175,350
7946;7946;2004;8;2004-08-18;QRDDFF JVYGSPSAIY;364,540;30,070;394,610
7947;7947;2004;8;2004-08-06;MNTROP YNFJEBJGWL;229,220;18,910;248,130
7948;7948;2004;8;2004-08-16;HBYFBU UENCTLHCFE;204,470;16,870;221,340
7949;7949;2004;8;2004-08-31;GGWURQ OFIOOONAHS;389,660;32,150;421,810
7950;7950;2004;8;2004-08-19;AHAZIH BYEKERSHST;92,580;7,640;100,220
7951;7951;2004;8;2004-08-11;ZCGKXU VYKKOSSRIJ;175,260;14,460;189,720
7952;7952;2004;8;2004-08-16;SDIDKX VIHQFSDROQ;149,900;12,370;162,270
7953;7953;2004;8;2004-08-20;XDJWBM PXKYLLWBDT;63,480;5,240;68,720
7954;7954;2004;8;2004-08-02;UTXTQE XECJVARHQJ;19,690;1,620;21,310
7955;7955;2004;8;2004-08-02;RZCYDH ZISMUEXDGE;305,000;25,160;330,160
7956;7956;2004;8;2004-08-18;TZTVEI LDAKOLGFKM;241,170;19,900;261,070
7957;7957;2004;8;2004-08-08;YXGRKH TQNTEJVSNB;196,420;16,200;212,620
7958;7958;2004;8;2004-08-09;NDCHHO WLZDHRVIFQ;0,260;0,020;0,280
7959;7959;2004;8;2004-08-31;AOZXHF WCQMPIPXFF;229,580;18,940;248,520
7960;7960;2004;8;2004-08-09;HTEHIN VESDAQWPCQ;184,140;15,190;199,330
7961;7961;2004;8;2004-08-15;NSGUGC XDCBVCLIKJ;378,510;31,230;409,740
7962;7962;2004;8;2004-08-12;AJJHEH WPRYMXAMWY;356,510;29,410;385,920
7963;7963;2004;8;2004-08-21;GHRGQI RMSZEGWWKM;54,400;4,490;58,890
7964;7964;2004;8;2004-08-19;NIGHLX GUWHEZVYGU;183,230;15,120;198,350
7965;7965;2004;8;2004-08-17;SXLWBL XHXKGBRDCN;92,710;7,650;100,360
7966;7966;2004;8;2004-08-05;MZXIQN MEMUPHJNXO;378,870;31,260;410,130
7967;7967;2004;8;2004-08-03;HANSJS YUOJHLUZKZ;149,420;12,330;161,750
7968;7968;2004;8;2004-08-06;XZTLTM CHWSCQOWZT;305,870;25,230;331,100
7969;7969;2004;8;2004-08-30;DERLLT ICBQDZKBOT;97,950;8,080;106,030
7970;7970;2004;8;2004-08-30;DKUABU FIEMDLZZJH;134,220;11,070;145,290
7971;7971;2004;8;2004-08-20;DEEING TQNIEBULHA;225,070;18,570;243,640
7972;7972;2004;8;2004-08-16;VJOXLM OWNZXCLNUD;37,310;3,080;40,390
7973;7973;2004;8;2004-08-31;MFKKHW KBULQOYIJL;19,510;1,610;21,120
7974;7974;2004;8;2004-08-06;JBJUOA FHAYNEKBFY;99,860;8,240;108,100
7975;7975;2004;8;2004-08-07;YEFCTX RZWHPATBIA;77,020;6,350;83,370
7976;7976;2004;8;2004-08-29;HTNZXO NMZJLQLULB;163,160;13,460;176,620
7977;7977;2004;8;2004-08-15;ELBYZN QYYGQZVFUP;234,380;19,340;253,720
7978;7978;2004;8;2004-08-08;IWNURH WAQOHUUDYI;31,020;2,560;33,580
7979;7979;2004;8;2004-08-04;NWVGFL XFIYTRXBKF;224,320;18,510;242,830
7980;7980;2004;8;2004-08-24;OLNWGG NTZFPTYFSP;264,080;21,790;285,870
7981;7981;2004;8;2004-08-07;SXYZFM QWRFHWUWQG;321,800;26,550;348,350
7982;7982;2004;8;2004-08-17;JOYECQ NWUCBFHHBM;94,740;7,820;102,560
7983;7983;2004;8;2004-08-25;VORSDH RVVHUBCSYB;276,250;22,790;299,040
7984;7984;2004;8;2004-08-17;UOMTRJ BQXKFUZWNP;53,060;4,380;57,440
7985;7985;2004;8;2004-08-08;RAAFCR UIREZUJYWI;74,180;6,120;80,300
7986;7986;2004;8;2004-08-14;AGPCZF VGSEHOGVQP;22,410;1,850;24,260
7987;7987;2004;8;2004-08-10;RLRNVT IHKWFSGRYY;394,820;32,570;427,390
7988;7988;2004;8;2004-08-14;JGKINI MDKKWLWBEA;63,360;5,230;68,590
7989;7989;2004;8;2004-08-24;YYBFAB LMTIFBQRLW;306,830;25,310;332,140
7990;7990;2004;8;2004-08-15;QMJMPP LEBMZKDJEB;51,390;4,240;55,630
7991;7991;2004;8;2004-08-29;DCYRTT NUOQKYPYFM;355,280;29,310;384,590
7992;7992;2004;8;2004-08-04;QDHTSJ SCNZWLTYZY;25,470;2,100;27,570
7993;7993;2004;8;2004-08-26;KWWJTL XFSYZJSQEO;251,240;20,730;271,970
7994;7994;2004;8;2004-08-27;ERKBBO ADXZDCOXJK;242,910;20,040;262,950
7995;7995;2004;8;2004-08-15;NKKEYF KQWKCXMQUH;343,470;28,340;371,810
7996;7996;2004;8;2004-08-12;ALLAOC AUIACAAWEU;397,840;32,820;430,660
7997;7997;2004;8;2004-08-02;FCVVKW DUHBIOGEMN;283,890;23,420;307,310
7998;7998;2004;8;2004-08-24;UZMMZG QTOUUMNOJV;280,790;23,170;303,960
7999;7999;2004;8;2004-08-24;HCMVLB BMFKFGQGWN;360,980;29,780;390,760
8000;8000;2004;8;2004-08-15;LJPCHE LKGUVQDKHA;56,780;4,680;61,460
8001;8001;2004;9;2004-09-12;MRZZWB SKSWKFWXOE;384,520;31,720;416,240
8002;8002;2004;9;2004-09-05;XNCHTN IFVLDFTFUO;160,020;13,200;173,220
8003;8003;2004;9;2004-09-10;AMSRQR UJEXVRGRAM;279,980;23,100;303,080
8004;8004;2004;9;2004-09-05;NDTHMD GVLMWJQNUV;117,960;9,730;127,690
8005;8005;2004;9;2004-09-15;VZTLKU SXFMDNTBKA;273,660;22,580;296,240
8006;8006;2004;9;2004-09-29;YRHOSV FRKXHOIAJD;218,210;18,000;236,210
8007;8007;2004;9;2004-09-26;HUZOKV GJOEWRTCMY;337,910;27,880;365,790
8008;8008;2004;9;2004-09-22;XHAOTB FDUPAQWYAJ;276,440;22,810;299,250
8009;8009;2004;9;2004-09-16;AWGRHU IEWAUXAMCI;121,420;10,020;131,440
8010;8010;2004;9;2004-09-18;OVSDUN XAZOAMKWXP;82,600;6,810;89,410
8011;8011;2004;9;2004-09-06;SLOCGF DRHSWWOCPR;297,440;24,540;321,980
8012;8012;2004;9;2004-09-16;YYSNZK YXRGAKSLZT;325,220;26,830;352,050
8013;8013;2004;9;2004-09-16;QVZEDT FUMYMZKTOL;97,350;8,030;105,380
8014;8014;2004;9;2004-09-30;AXJCOV VFKOOXIFOP;337,140;27,810;364,950
8015;8015;2004;9;2004-09-26;DBETSD QNVOTKNKLJ;113,850;9,390;123,240
8016;8016;2004;9;2004-09-10;ROKJKE HACXMFETUC;27,540;2,270;29,810
8017;8017;2004;9;2004-09-30;YTDJSY OVNKQORHUR;339,290;27,990;367,280
8018;8018;2004;9;2004-09-05;XTNVBI PQEXJNPUTS;246,810;20,360;267,170
8019;8019;2004;9;2004-09-15;JRFEFO KLFPFMLATU;64,660;5,330;69,990
8020;8020;2004;9;2004-09-01;JNPOVC OMAPRXCQLH;208,220;17,180;225,400
8021;8021;2004;9;2004-09-20;TGPZKP VNWILCLQDI;230,660;19,030;249,690
8022;8022;2004;9;2004-09-03;PKNYCI BCVRTHLNGJ;368,350;30,390;398,740
8023;8023;2004;9;2004-09-05;WIOXML QGGPOHABIR;395,590;32,640;428,230
8024;8024;2004;9;2004-09-22;AQKLIH WNMGPLCYRG;239,150;19,730;258,880
8025;8025;2004;9;2004-09-24;OULUCB BQBGTOXSRX;289,800;23,910;313,710
8026;8026;2004;9;2004-09-22;HWBQFA CIWXBVHITJ;49,810;4,110;53,920
8027;8027;2004;9;2004-09-20;LLZBQJ FWEBSFEXZK;92,460;7,630;100,090
8028;8028;2004;9;2004-09-24;WAOATL ORRJIIUPIQ;25,560;2,110;27,670
8029;8029;2004;9;2004-09-17;TWZYSX RFEZRBIDDU;273,560;22,570;296,130
8030;8030;2004;9;2004-09-11;RHRZYD MRHPEKDNEX;112,220;9,260;121,480
8031;8031;2004;9;2004-09-30;EZKGMG SKDWBAQANY;148,530;12,250;160,780
8032;8032;2004;9;2004-09-23;ORYWVE UCIDCXEQNQ;124,100;10,240;134,340
8033;8033;2004;9;2004-09-18;WUIOVS WMWUAJLRKV;213,360;17,600;230,960
